SrNo,Health Facility Name,pincode,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Unnamed: 10
141911,TARAKOTHI,757025,21.76819,86.84666,0,SubCentre,Odisha,Mayurbhanj,Baisinga P.S.,
141953,SC Janbai,,0,0,0,SubCentre,Odisha,Malkangiri  ,Orkel ,
141955,SC-MK Rai,765026,19.33325,83.81768,0,SubCentre,Odisha,Rayagada  ,Gudari ,
141966,NAGVAN,757043,22.22268,86.16491,0,SubCentre,Odisha,Mayurbhanj,Rairangpur Town P.S.,
141975,PITALA SC,761103,19.53529,84.72275,0,SubCentre,Odisha,Ganjam,SERAGAD ,
142003,Purunapani,768222,21.73528,84.27713,0,SubCentre,Odisha,Sambalpur,Kochinda P.S.,
142007,Kumargandhan,764081,18.66916,82.67087,0,SubCentre,Odisha,Koraput,Machh kund ,
142008,Sabrang SC,756113,21.06726,86.61461,0,SubCentre,Odisha,Bhadrak,Bhadrak Rural P.S. ,
142017,KULANGI SC,761124,19.80464,84.54904,0,SubCentre,Odisha,Ganjam,BADAGADA ,
142022,Bholabeda SC,758029,21.54943,85.8252,0,SubCentre,Odisha,Kendujhar,Ghatgaon P.S.,
142023,SC-Haduguda,765029,19.10947,83.76456,0,SubCentre,Odisha,Rayagada  ,Gunupur ,
142049,DIMIRIMUNDA,768107,21.49242,84.32037,0,SubCentre,Odisha,Sambalpur,Jamankira P.S.,
142052,SC Nuagaon,754140,20.2139,86.53639,0,SubCentre,Odisha,Jagatsinghapur ,Ersama P.S. ,
142069,Balipokhari SC,758027,21.39608,85.81115,0,SubCentre,Odisha,Kendujhar,Ghatgaon P.S.,
142070,Padwa,764037,18.37328,82.6897,0,SubCentre,Odisha,Koraput,Nandapur ,
142085,San Roxy,770040,21.89114,85.30771,0,SubCentre,Odisha,Sundargarh,Koida P.S.,
142093,MANAMUNDA,762016,20.82196,83.91521,0,Community Health Center,Odisha,Baudh,Manamunda ,
142098,SC Madkapadar,764044,18.58,82.36,0,SubCentre,Odisha,Malkangiri  ,Mudulipada ,
142138,BALIPADA SC,761054,19.37741,84.69514,0,SubCentre,Odisha,Ganjam,BRAHMAPUR SADAR ,
142163,Bhatangpadar SC,766002,19.97284,83.47875,0,SubCentre,Odisha,Kalahandi,Lanjigarh  ,
142226,Mahulpali PHC(N),,21.86084,84.41338,0,Primary Health Centre,Odisha,Sambalpur,\N,
142234,Golamal,768212,21.60281,84.15936,0,SubCentre,Odisha,Sambalpur,Katarbaga P.S.,
142235,PADAMPUR,,0,0,0,Community Health Center,Odisha,Kendujhar,Kendujhar Sadar P.S.,
142273,SC-Nuagada,765019,19.5369,83.49245,0,SubCentre,Odisha,Rayagada  ,Bishamakatak,
142279,Sampada SC,752083,20.20539,84.97357,0,SubCentre,Odisha,Nayagarh  ,Nuagaon ,
142281,KUTLINGI,761010,19.13944,84.63212,0,Primary Health Centre,Odisha,Ganjam,NUAGAON ,
142312,Daitari A,758033,21.12646,85.8129,0,SubCentre,Odisha,Kendujhar,Harichandanpur P.S.,
142313,Badok SC,,20.93871,86.57094,0,SubCentre,Odisha,Bhadrak,Tihidi P.S.,
142334,SC Bishok,754210,20.52042,86.31595,0,SubCentre,Odisha,Kendrapara ,Derabish ,
142346,RAIDIHI,770014,21.98474,83.88384,0,Primary Health Centre,Odisha,Sundargarh,Lephripara P.S.,
142413,Jugsaipatna SC,766001,19.75252,83.1923,0,SubCentre,Odisha,Kalahandi,Sadar ,
142449,SC Jireilo,754139,20.18443,86.41319,0,SubCentre,Odisha,Jagatsinghapur ,Ersama P.S. ,
142481,SC Cghhananbeda,764073,19.65823,82.17162,0,SubCentre,Odisha,Nabarangapur ,Umarkote ,
142487,KHARANIPADA SC,761037,19.20028,84.5668,0,SubCentre,Odisha,Ganjam,JARADA ,
142551,KRUSHANACHANDRAPUR,754161,20.35832,86.2588,0,Primary Health Centre,Odisha,Jagatsinghapur ,Tirtol P.S. ,
142600,SC KULIADUNGURI,766108,20.07401,82.60673,0,SubCentre,Odisha,Nuapada  ,Sinapali ,
142619,Kamarda SC,756035,21.75004,87.369,0,SubCentre,Odisha,Baleshwar,Kamarda P.S. (New),
142667,KANDALIA SC,757032,22.10243,86.6491,0,SubCentre,Odisha,Mayurbhanj,Bangiriposi P.S.,
142689,BADASADA SC,759119,21.29855,85.19749,0,SubCentre,Odisha,Anugul  ,Palalahada ,
142697,BADGAON,757042,22.30323,86.22838,0,SubCentre,Odisha,Mayurbhanj,Bangiriposi P.S.,
142718,BARIA SC,757039,21.88254,85.93498,0,SubCentre,Odisha,Mayurbhanj,Raruan P.S.,
142745,BAGHADA,757084,21.994136,87.013816,0,Primary Health Centre,Odisha,Mayurbhanj,Suliapada P.S.,
142746,Baharda SC,756029,21.70065,87.14797,0,SubCentre,Odisha,Baleshwar,Basta P.S. ,
142791,Nandaria,764656,19.08602,82.70211,0,SubCentre,Odisha,Koraput,Boriguma ,
142817,Tainsar,768119,21.53983,84.66031,0,SubCentre,Odisha,Debagarh,Debagarh P.S.,
142820,GADAGOVINDAPUR SC,761011,19.2186,84.53731,0,SubCentre,Odisha,Ganjam,DIGAPAHANDI ,
142828,DANDBOSE,757043,22.31623,86.14986,0,SubCentre,Odisha,Mayurbhanj,Rairangpur Town P.S.,
142836,Archil,754130,20.48233,85.85739,0,SubCentre,Odisha,Cuttack,Cuttack (M.Corp.) P.S,
142872,SC Bhansar,754135,20.35165,86.29044,0,SubCentre,Odisha,Jagatsinghapur ,Tirtol P.S. ,
142900,REMUNDA,768103,21.26579,83.76416,0,Primary Health Centre,Odisha,Bargarh,Bheden,
142916,JHARPALI SC,768103,21.2759,83.80775,0,SubCentre,Odisha,Bargarh,Bheden,
142929,Bhagatolla,770017,22.17079,84.61273,0,SubCentre,Odisha,Sundargarh,Rajagangapur P.S.,
142932,Balabhadrapur SC,752026,20.03624,85.31886,0,SubCentre,Odisha,Nayagarh  ,Ranapur ,
142949,BORI SC,761123,19.76458,84.58669,0,SubCentre,Odisha,Ganjam,BHANJANAGAR ,
142958,Ostapur,754207,20.51406,86.20209,0,SubCentre,Odisha,Cuttack,Mahanga ,
142967,KERANDI TULA NARAYANPR SC,761003,19.39363,84.8722,0,SubCentre,Odisha,Ganjam,CHHATRAPUR ,
142982,BANKIGIRIDI,767045,21.12428,83.77055,0,Primary Health Centre,Odisha,Sonapur  ,Binika ,
143013,KAINFULIA SC,757025,21.73242,86.81345,0,SubCentre,Odisha,Mayurbhanj,Barsahi P.S.,
143033,SC BOIRGAON,766111,20.21759,82.54711,0,SubCentre,Odisha,Nuapada  ,Boden ,
143047,Banamaliput,,18.45274,82.70838,0,SubCentre,Odisha,Koraput,Nandapur ,
143071,Railhatu,770048,22.09357,85.05507,0,SubCentre,Odisha,Sundargarh,Koida P.S.,
143072,GOUDAGOTHA,761109,19.61686,84.29685,0,Primary Health Centre,Odisha,Ganjam,BADAGADA ,
143084,Kadapada SC,759120,21.0344,85.22525,0,SubCentre,Odisha,Dhenkanal,Parajang ,
143109,Khandapada SC,752077,20.32945,84.87546,0,SubCentre,Odisha,Nayagarh  ,Dasapalla  ,
143200,Gurandi SC,761210,18.81406,84.2207,0,SubCentre,Odisha,Gajapati,Parlakhemundi,
143204,SC-Dumurnali,765019,19.37494,83.61778,0,SubCentre,Odisha,Rayagada  ,Bishamakatak,
143229,KORKARA,754003,20.35902,85.99997,0,Primary Health Centre,Odisha,Cuttack,Barang  ,
143352,GHOSARAGUDA,768107,21.55585,84.45021,0,SubCentre,Odisha,Sambalpur,Jamankira P.S.,
143359,Nediguda,762028,20.19143,84.56696,0,SubCentre,Odisha,Kandhamal,Chakapada ,
143380,SC Borikhi,754140,20.28702,86.47933,0,SubCentre,Odisha,Jagatsinghapur ,Paradip P.S. ,
143387,Sastuguda SC,766018,19.38527,82.74643,0,SubCentre,Odisha,Kalahandi,Jayapatna ,
143403,Katalakaitha SC,761201,18.80074,84.12824,0,SubCentre,Odisha,Gajapati,Parlakhemundi,
143469,Kenduapatna,754005,20.401529,85.842742,0,SubCentre,Odisha,Khordha ,Bhubaneswar (M.Corp.) P.S.,
143555,KAMARDIHA SC,757016,21.71501,87.07741,0,SubCentre,Odisha,Mayurbhanj,Rasagobindapur P.S.,
143562,SC B-Maliguda,764078,19.18298,82.62347,0,SubCentre,Odisha,Nabarangapur ,Nabarangapur,
143565,JUGAL,757052,21.69828,86.904,0,SubCentre,Odisha,Mayurbhanj,Baisinga P.S.,
143583,Samsarpur,754029,20.5161,85.59965,0,SubCentre,Odisha,Cuttack,Athagad  ,
143591,BIJEPUR,767033,20.28176,83.25984,0,Primary Health Centre,Odisha,Balangir,Titlagarh ,
143601,Khatkhatia SC,760020,20.76341,83.82894,0,SubCentre,Odisha,Baudh,Manamunda ,
143620,KADUAPADA,754106,20.21891,86.23248,0,Primary Health Centre,Odisha,Jagatsinghapur ,Jagatsinghapur P.S.,
143632,DEOGAON,767029,20.54496,83.42344,0,Community Health Center,Odisha,Balangir,Tushura ,
143659,RANIBBANDH,757026,21.69665,86.70604,0,Primary Health Centre,Odisha,Mayurbhanj,Khunta P.S.,
143663,Jalapur SC,755008,20.79803,86.32742,0,SubCentre,Odisha,Jajapur  ,Jajpur Sadar P.S. (P) (New),
143681,Amana Kuda,752103,20.147009,86.042191,0,SubCentre,Odisha,Khordha ,Balipatna ,
143700,Chhatabeda,764076,19.89144,82.12706,0,SubCentre,Odisha,Nabarangapur ,Raighar ,
143714,SC-Puhundi,765015,19.10336,83.08548,0,SubCentre,Odisha,Rayagada  ,Kashipur ,
143767,Galpada SC,759021,20.77733,85.29289,0,SubCentre,Odisha,Dhenkanal,Hindol ,
143789,DARINGBADI,762104,19.90701,84.12549,0,Community Health Center,Odisha,Kandhamal,Daringbadi,
143792,KUNDUKELA,770019,21.98353,84.02486,0,Primary Health Centre,Odisha,Sundargarh,Sundargarh  P.S.  ,
143794,Soso PHC,758078,21.21222,86.33052,0,Primary Health Centre,Odisha,Kendujhar,Nandipada P.S.,
143800,BHELLA,766106,20.550138,82.648921,0,Community Health Center,Odisha,Nuapada  ,Komana ,
143803,Kadei SC,754296,20.64664,86.0997,0,SubCentre,Odisha,Jajapur  ,Badachana P.S. (P),
143834,TAMDA,770037,21.98707,84.79264,0,Primary Health Centre,Odisha,Sundargarh,Gurundia P.S.,
143843,Dihakakhara SC,756037,21.64113,87.42363,0,SubCentre,Odisha,Baleshwar,Kamarda P.S. (New),
143853,MOUDI SC,757034,21.97775,86.04186,0,SubCentre,Odisha,Mayurbhanj,Jashipur P.S.,
143857,DIMIRIA SC,759119,21.42047,85.14704,0,SubCentre,Odisha,Anugul  ,Palalahada ,
143874,OUPADA,756049,21.32883,86.5013,0,Primary Health Centre,Odisha,Baleshwar,Oupada P.S. ,
143885,MANATRI,757017,21.65106,86.81183,0,Others,Odisha,Mayurbhanj,Barsahi P.S.,
143919,SC Ponar,764073,19.45139,82.16173,0,SubCentre,Odisha,Nabarangapur ,Umarkote ,
143920,Karanjia PHC,758047,21.96206,85.67895,0,Primary Health Centre,Odisha,Kendujhar,Champua P.S.,
143951,GOUDAGAM SC,761011,19.2262,84.48154,0,SubCentre,Odisha,Ganjam,DIGAPAHANDI ,
143966,Badapichula SC,758087,21.35933,85.84362,0,SubCentre,Odisha,Kendujhar,Ghatgaon P.S.,
143992,Manikamara SC,759145,21.048,85.2108,0,SubCentre,Odisha,Dhenkanal,Parajang ,
144022,NARLA,766100,20.05932,83.38963,0,Community Health Center,Odisha,Kalahandi,Narala ,
144029,Buhalo,754203,20.46933,86.17253,0,SubCentre,Odisha,Cuttack,Nemalo ,
144116,GODAPALASA SC,757091,21.96882,85.96421,0,SubCentre,Odisha,Mayurbhanj,Raruan P.S.,
144119,Kurga,770002,22.07937,83.98329,0,SubCentre,Odisha,Sundargarh,Tangarapali P.S.,
144160,Tigiria,754030,20.44172,85.49571,0,SubCentre,Odisha,Cuttack,Tigiria ,
144164,Kadab,752062,20.173998,85.418648,0,SubCentre,Odisha,Khordha ,Bolagad ,
144174,DHH BALANGIR,767001,20.69949,83.48933,0,District Hospital,Odisha,Balangir,Balangir ,
144222,J.N.PUR SC,757043,22.35934,86.15803,0,SubCentre,Odisha,Mayurbhanj,Bahalda P.S.,
144235,Rabandihi,770022,22.00893,84.24035,0,SubCentre,Odisha,Sundargarh,Sundargarh  P.S.  ,
144243,TENTULIGAON SC,757083,21.64677,86.7768,0,SubCentre,Odisha,Mayurbhanj,Barsahi P.S.,
144255,SC SUNAPUR,766111,20.26985,82.60836,0,SubCentre,Odisha,Nuapada  ,Boden ,
144281,Rauldega,770074,22.38073,84.09517,0,SubCentre,Odisha,Sundargarh,Kinjirkela P.S.,
144301,Tarapada,754224,20.37532,86.67292,0,SubCentre,Odisha,Kendrapara ,Mahakalapada ,
144310,Panchada,,18.91696,82.96257,0,SubCentre,Odisha,Koraput,Lakshmipur,
144346,SANSARASPOSI SC,757030,22.09361,86.68935,0,SubCentre,Odisha,Mayurbhanj,Koliana P.S.,
144350,Dandor SC,752090,20.01439,84.94376,0,SubCentre,Odisha,Nayagarh  ,Odagaon ,
144380,SC Gerda,767025,20.81394,83.1232,0,SubCentre,Odisha,Balangir,Patnagarh ,
144382,MALIGAON,765017,19.2069,83.42879,0,Primary Health Centre,Odisha,Rayagada  ,Rayagada ,
144391,BHOJPUR,768107,21.64964,84.40895,0,SubCentre,Odisha,Sambalpur,Jamankira P.S.,
144403,KORUKONDA,764045,18.27,81.98,0,Community Health Center,Odisha,Malkangiri  ,Orkel ,
144412,Badabalikuda SC,,20.68348,86.26645,0,SubCentre,Odisha,Jajapur  ,Badachana P.S. (P),
144421,TANGIRI SC,759141,21.13603,84.83872,0,SubCentre,Odisha,Anugul  ,Jarapada ,
144471,GHANTUA,756023,21.67057,87.25517,0,Primary Health Centre,Odisha,Baleshwar,Singla P.S. ,
144493,TALPALI,768036,20.97428,83.21629,0,Community Health Center,Odisha,Bargarh,Melchhamunda,
144544,Patung SC,,0,0,0,SubCentre,Odisha,Kendujhar,Kendujhar Sadar P.S.,
144586,Gopinathpur SC,766037,19.34511,82.89496,0,SubCentre,Odisha,Kalahandi,Thuamul Rampur ,
144687,Kunjabiharipur SC,752077,20.24794,85.17806,0,SubCentre,Odisha,Nayagarh  ,Khandapada ,
144705,Sanghumunda,770013,21.96163,83.79717,0,SubCentre,Odisha,Sundargarh,Hemgir P.S.,
144731,MENDA,767016,20.83669,83.63801,0,Primary Health Centre,Odisha,Sonapur  ,Tarbha ,
144744,Balagoda SC,,0,0,0,SubCentre,Odisha,Kendujhar,Joda P.S.,
144762,SC-Pujariguda,765016,19.45618,83.32249,0,SubCentre,Odisha,Rayagada  ,Kalyanasingpur ,
144771,AMRUTULU SC,761108,19.71698,84.40649,0,SubCentre,Odisha,Ganjam,BADAGADA ,
144774,SC Motigam,764061,19.40041,82.19969,0,SubCentre,Odisha,Nabarangapur ,Kosagumuda ,
144788,Nandapada,770040,21.92902,84.94799,0,SubCentre,Odisha,Sundargarh,Lahunipara P.S.,
144834,Dengula,770048,21.86645,85.20263,0,SubCentre,Odisha,Sundargarh,Koida P.S.,
144843,Chataranga SC,762024,20.58213,84.41347,0,SubCentre,Odisha,Baudh,Puruna Katak ,
144844,DHAMA,768113,21.25467,83.9261,0,SubCentre,Odisha,Sambalpur,Dhama P.S.,
144855,TERESINGHA,766031,20.3976,83.43931,0,Primary Health Centre,Odisha,Kalahandi,Madanpur Rampur ,
144893,Banipada,754027,20.54812,85.87621,0,SubCentre,Odisha,Cuttack,Tangi ,
144958,ANDALIJAMBAHAL,770033,22.36843,84.54639,0,Primary Health Centre,Odisha,Sundargarh,Biramitrapur P.S.,
144964,SC Mahupadar,764044,18.6,81.97,0,SubCentre,Odisha,Malkangiri  ,Mathili ,
144979,Joda CHC,758034,22.02989,85.42966,0,Community Health Center,Odisha,Kendujhar,Barbil P.S.,
144985,Jogda,769042,22.2621,84.91015,0,SubCentre,Odisha,Sundargarh,Raurkela (M) P.S.,
144996,SC-Seriguma,765016,19.29841,83.29841,0,SubCentre,Odisha,Rayagada  ,Kalyanasingpur ,
145001,Baunshput,754029,20.41445,85.49513,0,SubCentre,Odisha,Cuttack,Banki  ,
145021,Danar SC,756121,21.06302,86.31185,0,SubCentre,Odisha,Kendujhar,Nandipada P.S.,
145028,LATHOR,767038,20.63049,82.76578,0,Primary Health Centre,Odisha,Balangir,Khaprakhol ,
145040,BADADA SC,757084,21.9534,86.90516,0,SubCentre,Odisha,Mayurbhanj,Suliapada P.S.,
145068,Rampur,770015,22.33067,84.85924,0,SubCentre,Odisha,Sundargarh,Biramitrapur P.S.,
145091,SC Sunamudi,767038,20.71978,82.74334,0,SubCentre,Odisha,Balangir,Khaprakhol ,
145098,SC-Podapadi,765015,19.12917,83.08114,0,SubCentre,Odisha,Rayagada  ,Kashipur ,
145124,SC-Mundagaon,765015,19.14742,83.06958,0,SubCentre,Odisha,Rayagada  ,Kashipur ,
145127,SC MV 112,764047,17.94,81.51,0,SubCentre,Odisha,Malkangiri  ,Kalimela ,
145188,Sabira SC,756045,21.24643,86.63078,0,SubCentre,Odisha,Baleshwar,Soro P.S.,
145249,Kacharu,769003,22.2957,84.85263,0,SubCentre,Odisha,Sundargarh,Biramitrapur P.S.,
145272,TIKARPADA SC,757049,21.90814,86.72072,0,SubCentre,Odisha,Mayurbhanj,Baripada Sadar P.S.,
145282,SC Tarikunda,754132,20.30851,86.13081,0,SubCentre,Odisha,Jagatsinghapur ,Jagatsinghapur P.S.,
145291,Sambalpur SC,761016,19.27638,84.08843,0,SubCentre,Odisha,Gajapati,Serango,
145292,Indranipatna,754027,20.52339,85.87309,0,SubCentre,Odisha,Cuttack,Tangi ,
145300,SALACHUA,757040,21.44609,86.46488,0,Primary Health Centre,Odisha,Mayurbhanj,Kaptipada P.S.,
145327,Jamuna,770014,22.30032,84.06252,0,SubCentre,Odisha,Sundargarh,Sundargarh Town P.S.,
145348,PATARAPALI,,20.35614,82.95708,0,Primary Health Centre,Odisha,Balangir,Kantabanji ,
145380,CHIRIKIPADA SASAN,761105,19.75803,84.84377,0,Primary Health Centre,Odisha,Ganjam,POLASARA ,
145390,Khamarimunda,770015,22.21196,83.94187,0,SubCentre,Odisha,Sundargarh,Kinjirkela P.S.,
145395,Khanditiri SC,759020,20.7035,85.37077,0,SubCentre,Odisha,Dhenkanal,Hindol ,
145431,SIKO,752061,20.053336,85.423612,0,Primary Health Centre,Odisha,Khordha ,Begunia ,
145454,MUNIGUDA,765020,19.63054,83.48476,0,Community Health Center,Odisha,Rayagada  ,Muniguda ,
145475,Landagaon,762110,20.41125,83.68668,0,SubCentre,Odisha,Kandhamal,Baliguda ,
145489,DONGASIL,765015,19.22785,82.98521,0,Primary Health Centre,Odisha,Rayagada  ,Kashipur ,
145490,Dompada Main Sub-Centre,754008,20.39556,85.63003,0,SubCentre,Odisha,Cuttack,Banki  ,
145512,Gopinathpur,754200,20.47744,85.93973,0,SubCentre,Odisha,Cuttack,Jagatpur  ,
145531,SC Puspally,764046,18.43,82.14,0,SubCentre,Odisha,Malkangiri  ,Mudulipada ,
145537,SC GULMI,767033,20.38042,83.14558,0,SubCentre,Odisha,Balangir,Titlagarh ,
145586,Biripur,764074,19.90217,81.9978,0,SubCentre,Odisha,Nabarangapur ,Raighar ,
145591,Dhamara PHC(N),756132,20.79726,86.89781,0,Primary Health Centre,Odisha,Bhadrak,Dhusuri P.S.,
145593,Sankhari SC,756037,21.61636,87.43762,0,SubCentre,Odisha,Baleshwar,Kamarda P.S. (New),
145601,SC KHAGSA,767039,20.4293,82.88297,0,SubCentre,Odisha,Balangir,Kantabanji ,
145609,NAKICHUA SC,757016,21.74906,87.08063,0,SubCentre,Odisha,Mayurbhanj,Rasagobindapur P.S.,
145610,Rankotha SC,756039,21.60351,87.38845,0,SubCentre,Odisha,Baleshwar,Kamarda P.S. (New),
145629,Ampaballi,764039,18.40478,82.97173,0,SubCentre,Odisha,Koraput,Pottangi ,
145646,Mahulaberena SC,752063,20.32897,85.22156,0,SubCentre,Odisha,Nayagarh  ,Fategarh ,
145648,Bolani SC,,0,0,0,SubCentre,Odisha,Kendujhar,Joda P.S.,
145651,Rekhideipur SC,755023,20.86813,85.97866,0,SubCentre,Odisha,Jajapur  ,Dharmasala P.S. (P),
145661,Jaripada,754023,20.55598,86.05966,0,SubCentre,Odisha,Cuttack,Tangi ,
145694,Mujango,765013,18.83354,82.89125,0,SubCentre,Odisha,Koraput,Dasamantapur ,
145711,Lunga SC,756124,21.06032,86.71175,0,SubCentre,Odisha,Bhadrak,Bansada P.S. ,
145732,RKT,754224,20.45746,86.67719,0,Primary Health Centre,Odisha,Kendrapara ,Mahakalapada ,
145741,KOTHABHUIN SC,759127,20.7454,84.76695,0,SubCentre,Odisha,Anugul  ,Anugul ,
145783,Mahatipur SC,756048,21.16335,86.4765,0,SubCentre,Odisha,Baleshwar,Khaira P.S. ,
145790,Madhyakhanda MC SC,752093,20.33779,84.93196,0,SubCentre,Odisha,Nayagarh  ,Dasapalla  ,
145842,Khankira SC,759014,20.81015,85.72417,0,SubCentre,Odisha,Dhenkanal,Gandia ,
145854,Deo Pottangi,764039,18.54808,82.91588,0,SubCentre,Odisha,Koraput,Pottangi ,
145863,DEBANHUIN,754034,20.57004,85.1688,0,Primary Health Centre,Odisha,Cuttack,Narasinghpur ,
145865,Lanjigarh Road PHC (N),766110,19.94518,83.40479,0,Primary Health Centre,Odisha,Kalahandi,Lanjigarh  ,
145894,CHASAGURUJANG,,21.4455,85.09106,0,Primary Health Centre,Odisha,Anugul  ,Palalahada ,
145901,GOSARA,770044,21.7691,84.90405,0,Primary Health Centre,Odisha,Sundargarh,Banei P.S.,
145968,Niali Main Sub-Centre,754004,20.1376,86.07111,0,SubCentre,Odisha,Cuttack,Niali  ,
146032,Ranipada SC,755019,20.97941,86.10237,0,SubCentre,Odisha,Jajapur  ,Kalinganagar P.S. (P),
146043,CHANDANPUR SC,757032,22.17633,86.56673,0,SubCentre,Odisha,Mayurbhanj,Bangiriposi P.S.,
146079,Bilashpur SC,762016,20.76913,83.93629,0,SubCentre,Odisha,Baudh,Manamunda ,
146092,SC Neepur,754103,20.25124,86.20671,0,SubCentre,Odisha,Jagatsinghapur ,Jagatsinghapur P.S.,
146171,Goda,752062,20.114341,85.521855,0,SubCentre,Odisha,Khordha ,Begunia ,
146192,Karanja,754213,20.40406,86.56027,0,SubCentre,Odisha,Kendrapara ,Mahakalapada ,
146264,SC Kartanpally,764044,18.66,82.15,0,SubCentre,Odisha,Malkangiri  ,Mathili ,
146303,KATHUAMAL,768037,20.91135,83.32365,0,SubCentre,Odisha,Bargarh,Melchhamunda,
146329,MUDULIPADA,764046,18.44,32.31,0,Primary Health Centre,Odisha,Malkangiri  ,Mudulipada ,
146335,BERHAMPUR,756058,21.53934,86.653,0,Community Health Center,Odisha,Baleshwar,Nilagiri P.S. ,
146401,Binayakpur SC,756125,21.103,86.71328,0,SubCentre,Odisha,Bhadrak,Bansada P.S. ,
146409,SANATRIBIDA SC,759117,21.02947,85.03965,0,SubCentre,Odisha,Anugul  ,Kaniha,
146425,Bargad,770073,22.0431,84.11315,0,SubCentre,Odisha,Sundargarh,Sundargarh  P.S.  ,
146453,BHOLAGADIA,757053,22.44204,86.04327,0,Primary Health Centre,Odisha,Mayurbhanj,Tiring P.S.,
146456,KINJIRKELA,770015,22.28788,83.9458,0,Community Health Center,Odisha,Sundargarh,Kinjirkela P.S.,
146468,Meghapur SC,754220,20.70083,86.73844,0,SubCentre,Odisha,Kendrapara ,Rajkanika ,
146504,BORDA,766036,20.15841,82.98493,0,Community Health Center,Odisha,Kalahandi,Sadar ,
146548,Kaliahata OH,758076,21.20233,85.59628,0,Others,Odisha,Kendujhar,Telkoi P.S.,
146576,MAYURAJHALIA PHC,752025,20.00755,85.41029,0,Primary Health Centre,Odisha,Nayagarh  ,Ranapur ,
146578,Baragaon,764074,19.92903,81.95632,0,SubCentre,Odisha,Nabarangapur ,Raighar ,
146628,Mandal SC,766013,19.65398,82.85827,0,SubCentre,Odisha,Kalahandi,Jayapatna ,
146668,Jogindrapur SC,762016,20.76336,83.89804,0,SubCentre,Odisha,Baudh,Manamunda ,
146683,Bangara SC,755016,20.70671,86.54275,0,SubCentre,Odisha,Jajapur  ,Binjharpur P.S. (P),
146713,SURADA SC,761108,19.73153,84.43073,0,SubCentre,Odisha,Ganjam,BADAGADA ,
146717,SC-Hatamuniguda,765019,19.58486,83.5161,0,SubCentre,Odisha,Rayagada  ,Bishamakatak,
146733,DANARA SC,759103,20.94814,85.09667,0,SubCentre,Odisha,Anugul  ,Talcher Sadar ,
146744,SC Arana,754159,20.35454,86.10971,0,SubCentre,Odisha,Jagatsinghapur ,Biridi P.S.(New),
146765,MADHAPUR,759125,20.78354,84.41999,0,Community Health Center,Odisha,Anugul  ,Athmallik ,
146769,Jakhapura SC,755026,20.93956,86.05642,0,SubCentre,Odisha,Jajapur  ,Kalinganagar P.S. (P),
146795,SERAGARH,756060,21.42805,86.83457,0,Primary Health Centre,Odisha,Baleshwar,Baleshwar Sadar P.S.(P) ,
146798,Kasarda,754105,20.20726,86.07339,0,SubCentre,Odisha,Cuttack,Niali  ,
146875,Dandabadi,764043,18.72203,82.20995,0,SubCentre,Odisha,Koraput,Boipariguda ,
146917,Anlo,754010,20.19418,86.04038,0,SubCentre,Odisha,Cuttack,Niali  ,
147038,Dovala,767016,21.09261,83.79418,0,SubCentre,Odisha,Sonapur  ,Binika ,
147042,SC LANJI,766118,20.26743,82.66925,0,SubCentre,Odisha,Nuapada  ,Khariar ,
147107,Singarapalli SC,752082,20.11081,84.9359,0,SubCentre,Odisha,Nayagarh  ,Nuagaon ,
147109,Tentei SC,756045,21.20932,86.73543,0,SubCentre,Odisha,Baleshwar,Soro P.S.,
147121,SC Jagannathpur,764078,19.20042,82.73261,0,SubCentre,Odisha,Nabarangapur ,Nabarangapur,
147142,Taruan SC,758043,21.07915,86.15467,0,SubCentre,Odisha,Kendujhar,Ghasipura P.S.,
147177,MV 55,764047,18.08692,81.63562,0,Primary Health Centre,Odisha,Malkangiri  ,Kalimela ,
147183,Bhapur MC SC,752063,20.28135,85.29794,0,SubCentre,Odisha,Nayagarh  ,Fategarh ,
147221,Salapada SC,754082,20.72099,86.00579,0,SubCentre,Odisha,Jajapur  ,Badachana P.S. (P),
147237,Brahmapura,754008,20.32877,85.4834,0,Primary Health Centre,Odisha,Cuttack,Banki  ,
147273,BANAPUR,752031,19.7820681,85.1726385,19,Community Health Center,Odisha,Khordha ,Banapur ,
147278,Satabhya SC,754225,20.6464284,86.94007,0,SubCentre,Odisha,Kendrapara ,Rajnagar,
147279,DWARSUNI SC,757038,21.33313,86.16696,0,SubCentre,Odisha,Mayurbhanj,Thakurmunda P.S.,
147289,SC KHUJENBAHAL,767040,20.38793,82.85057,0,SubCentre,Odisha,Balangir,Bangomunda ,
147316,SC Alabol,754108,20.16387,86.28306,0,SubCentre,Odisha,Jagatsinghapur ,Balikuda P.S. ,
147317,Kasarda,754105,20.20726,86.07339,0,Primary Health Centre,Odisha,Cuttack,Niali  ,
147327,KENDUDIHA SC,757026,21.70651,86.77298,0,SubCentre,Odisha,Mayurbhanj,Barsahi P.S.,
147381,Dhakotha PHC,758021,21.29999,86.06817,0,Primary Health Centre,Odisha,Kendujhar,Anandapur P.S.,
147400,Khubhundabahal,770018,22.3004,84.71683,0,SubCentre,Odisha,Sundargarh,Biramitrapur P.S.,
147402,SC Mirganiguda,764063,19.22002,82.57527,0,SubCentre,Odisha,Nabarangapur ,Nabarangapur,
147405,GORUMAHISANI,757042,22.32587,86.27692,0,SubCentre,Odisha,Mayurbhanj,Rairangpur Town P.S.,
